"","d"
"9495",2
"9496",5
"9497",2
"9498",1
"9499",2
"9500",1
"9501",1
"9502",9
"9503",3
"9504",1
"9505",1
"9506",1
"9507",9
"9508",4
"9509",4
"9510",3
"9511",5
"9512",6
"9513",7
"9514",16
"9515",3
"9516",1
"9517",5
"9518",5
"9519",6
"9520",11
"9521",12
"9522",3
"9523",3
"9524",5
"9525",7
"9526",1
"9527",6
"9528",4
"9529",2
"9530",3
"9531",1
"9532",3
"9533",4
"9534",1
"9535",2
"9536",1
"9537",3
"9538",3
"9539",2
"9540",13
"9541",4
"9542",8
"9543",9
"9544",1
"9545",4
"9546",2
"9547",6
"9548",5
"9549",16
"9550",6
"9551",1
"9552",2
"9553",4
"9554",1
"9555",2
"9556",4
"9557",5
"9558",3
"9559",4
"9560",8
"9561",2
"9562",1
"9563",2
"9564",6
"9565",3
"9566",3
"9567",9
"9568",8
"9569",3
"9570",3
"9571",8
"9572",7
"9573",6
"9574",3
"9575",3
"9576",2
"9577",5
"9578",2
"9579",10
"9580",12
"9581",4
"9582",5
"9583",2
"9584",3
"9585",1
"9586",3
"9587",2
"9588",4
"9589",12
"9590",16
"9591",1
"9592",4
"9593",6
"9594",3
"9595",11
"9596",7
"9597",5
"9598",1
"9599",9
"9600",3
"9601",2
"9602",1
"9603",3
"9604",6
"9605",11
"9606",11
"9607",11
"9608",4
"9609",8
"9610",8
"9611",1
"9612",2
"9613",3
"9614",3
"9615",22
"9616",25
"9617",3
"9618",10
"9619",4
"9620",8
"9621",8
"9622",3
"9623",7
"9624",2
"9625",8
"9626",2
"9627",1
"9628",2
"9629",1
"9630",4
"9631",7
"9632",1
"9633",6
"9634",1
"9635",4
"9636",2
"9637",5
"9638",4
"9639",3
"9640",1
"9641",5
"9642",6
"9643",3
"9644",7
"9645",1
"9646",1
"9647",9
"9648",10
"9649",6
"9650",4
"9651",5
"9652",15
"9653",1
"9654",13
"9655",1
"9656",2
"9657",3
"9658",1
"9659",26
"9660",6
"9661",14
"9662",7
"9663",1
"9664",2
"9665",1
"9666",3
"9667",7
"9668",4
"9669",5
"9670",2
"9671",6
"9672",2
"9673",5
"9674",6
"9675",8
"9676",3
"9677",2
"9678",7
"9679",4
"9680",18
"9681",5
"9682",4
"9683",8
"9684",5
"9685",2
"9686",5
"9687",2
"9688",1
"9689",1
"9690",7
"9691",3
"9692",6
"9693",1
"9694",9
"9695",5
"9696",6
"9697",1
"9698",5
"9699",2
"9700",4
"9701",5
"9702",1
"9703",1
"9704",2
"9705",14
"9706",7
"9707",1
"9708",5
"9709",1
"9710",1
"9711",1
"9712",2
"9713",3
"9714",1
"9715",1
"9716",4
"9717",5
"9718",3
"9719",3
"9720",2
"9721",5
"9722",4
"9723",30
"9724",12
"9725",7
"9726",4
"9727",7
"9728",2
"9729",5
"9730",2
"9731",8
"9732",4
"9733",3
"9734",8
"9735",6
"9736",22
"9737",2
"9738",10
"9739",2
"9740",8
"9741",6
"9742",1
"9743",14
"9744",1
"9745",8
"9746",7
"9747",4
"9748",8
"9749",5
"9750",1
"9751",2
"9752",1
"9753",2
"9754",1
"9755",7
"9756",3
"9757",11
"9758",6
"9759",8
"9760",5
"9761",1
"9762",6
"9763",4
"9764",2
"9765",1
"9766",3
"9767",2
"9768",1
"9769",1
"9770",3
"9771",7
"9772",5
"9773",7
"9774",1
"9775",1
"9776",11
"9777",11
"9778",2
"9779",2
"9780",3
"9781",9
"9782",2
"9783",6
"9784",11
"9785",5
"9786",1
"9787",7
"9788",9
"9789",1
"9790",2
"9791",12
"9792",1
"9793",9
"9794",3
"9795",9
"9796",9
"9797",4
"9798",5
"9799",1
"9800",3
"9801",2
"9802",11
"9803",1
"9804",5
"9805",3
"9806",2
"9807",3
"9808",2
"9809",1
"9810",1
"9811",2
"9812",1
"9813",9
"9814",4
"9815",5
"9816",11
"9817",5
"9818",4
"9819",3
"9820",17
"9821",3
"9822",2
"9823",1
"9824",13
"9825",8
"9826",10
"9827",6
"9828",4
"9829",3
"9830",23
"9831",5
"9832",1
"9833",5
"9834",3
"9835",1
"9836",2
"9837",2
"9838",2
"9839",3
"9840",6
"9841",1
"9842",5
"9843",4
"9844",3
"9845",3
"9846",5
"9847",16
"9848",5
"9849",1
"9850",1
"9851",6
"9852",4
"9853",6
"9854",10
"9855",3
"9856",1
"9857",1
"9858",3
"9859",2
"9860",11
"9861",4
"9862",5
"9863",1
"9864",7
"9865",9
"9866",2
"9867",1
"9868",1
"9869",3
"9870",3
"9871",3
"9872",14
"9873",4
"9874",3
"9875",8
"9876",21
"9877",2
"9878",12
"9879",8
"9880",2
"9881",7
"9882",3
"9883",1
"9884",11
"9885",3
"9886",4
"9887",4
"9888",18
"9889",2
"9890",2
"9891",1
"9892",8
"9893",15
"9894",1
"9895",3
"9896",4
"9897",2
"9898",4
"9899",4
"9900",10
"9901",8
"9902",6
"9903",1
"9904",3
"9905",9
"9906",4
"9907",2
"9908",1
"9909",7
"9910",8
"9911",1
"9912",3
"9913",2
"9914",1
"9915",3
"9916",11
"9917",5
"9918",6
"9919",6
"9920",18
"9921",10
"9922",8
"9923",1
"9924",1
"9925",3
"9926",10
"9927",5
"9928",3
"9929",1
"9930",11
"9931",3
"9932",4
"9933",5
"9934",1
"9935",2
"9936",1
"9937",2
"9938",2
"9939",2
"9940",14
"9941",3
"9942",1
"9943",1
"9944",7
"9945",2
"9946",1
"9947",5
"9948",10
"9949",2
"9950",3
"9951",2
"9952",7
"9953",6
"9954",5
"9955",2
"9956",1
"9957",1
"9958",3
"9959",1
"9960",3
"9961",1
"9962",3
"9963",12
"9964",9
"9965",2
"9966",14
"9967",6
"9968",10
"9969",3
"9970",3
"9971",5
"9972",2
"9973",5
"9974",2
"9975",5
"9976",7
"9977",2
"9978",1
"9979",4
"9980",2
"9981",2
"9982",12
"9983",4
"9984",2
"9985",3
"9986",4
"9987",1
"9988",7
"9989",3
"9990",2
"9991",4
"9992",5
"9993",4
"9994",3
"9995",5
"9996",8
"9997",1
"9998",3
"9999",1
"10000",2
