"","d"
"9495",8
"9496",2
"9497",8
"9498",34
"9499",9
"9500",12
"9501",14
"9502",1
"9503",3
"9504",40
"9505",11
"9506",43
"9507",1
"9508",3
"9509",2
"9510",3
"9511",2
"9512",1
"9513",1
"9514",1
"9515",3
"9516",11
"9517",2
"9518",2
"9519",1
"9520",1
"9521",1
"9522",4
"9523",3
"9524",2
"9525",1
"9526",17
"9527",1
"9528",2
"9529",8
"9530",3
"9531",12
"9532",3
"9533",2
"9534",13
"9535",5
"9536",74
"9537",4
"9538",3
"9539",9
"9540",1
"9541",2
"9542",1
"9543",1
"9544",47
"9545",2
"9546",6
"9547",1
"9548",2
"9549",1
"9550",1
"9551",13
"9552",7
"9553",2
"9554",26
"9555",8
"9556",3
"9557",2
"9558",3
"9559",2
"9560",1
"9561",10
"9562",17
"9563",9
"9564",1
"9565",4
"9566",3
"9567",1
"9568",1
"9569",5
"9570",4
"9571",1
"9572",1
"9573",1
"9574",4
"9575",4
"9576",8
"9577",2
"9578",10
"9579",1
"9580",1
"9581",2
"9582",2
"9583",6
"9584",3
"9585",13
"9586",4
"9587",6
"9588",2
"9589",1
"9590",1
"9591",27
"9592",2
"9593",1
"9594",3
"9595",1
"9596",1
"9597",2
"9598",22
"9599",1
"9600",5
"9601",7
"9602",20
"9603",3
"9604",1
"9605",1
"9606",1
"9607",1
"9608",2
"9609",1
"9610",1
"9611",17
"9612",6
"9613",3
"9614",3
"9615",1
"9616",1
"9617",3
"9618",1
"9619",2
"9620",1
"9621",1
"9622",4
"9623",1
"9624",7
"9625",1
"9626",7
"9627",37
"9628",7
"9629",29
"9630",2
"9631",1
"9632",18
"9633",1
"9634",15
"9635",2
"9636",6
"9637",2
"9638",2
"9639",4
"9640",18
"9641",2
"9642",1
"9643",3
"9644",1
"9645",23
"9646",22
"9647",1
"9648",1
"9649",1
"9650",2
"9651",2
"9652",1
"9653",28
"9654",1
"9655",20
"9656",9
"9657",4
"9658",21
"9659",1
"9660",1
"9661",1
"9662",1
"9663",32
"9664",7
"9665",26
"9666",4
"9667",1
"9668",2
"9669",2
"9670",6
"9671",1
"9672",8
"9673",2
"9674",1
"9675",1
"9676",3
"9677",9
"9678",1
"9679",2
"9680",1
"9681",2
"9682",2
"9683",1
"9684",2
"9685",5
"9686",2
"9687",6
"9688",12
"9689",14
"9690",1
"9691",4
"9692",1
"9693",12
"9694",1
"9695",2
"9696",1
"9697",14
"9698",1
"9699",10
"9700",2
"9701",2
"9702",20
"9703",11
"9704",10
"9705",1
"9706",1
"9707",12
"9708",2
"9709",17
"9710",49
"9711",13
"9712",7
"9713",4
"9714",11
"9715",11
"9716",2
"9717",2
"9718",3
"9719",3
"9720",5
"9721",2
"9722",2
"9723",1
"9724",1
"9725",1
"9726",3
"9727",1
"9728",10
"9729",2
"9730",9
"9731",1
"9732",2
"9733",3
"9734",1
"9735",1
"9736",1
"9737",8
"9738",1
"9739",10
"9740",1
"9741",1
"9742",32
"9743",1
"9744",27
"9745",1
"9746",1
"9747",2
"9748",1
"9749",2
"9750",22
"9751",6
"9752",14
"9753",6
"9754",18
"9755",1
"9756",3
"9757",1
"9758",1
"9759",1
"9760",2
"9761",28
"9762",1
"9763",2
"9764",5
"9765",17
"9766",3
"9767",8
"9768",32
"9769",27
"9770",4
"9771",1
"9772",2
"9773",1
"9774",13
"9775",31
"9776",1
"9777",1
"9778",8
"9779",9
"9780",3
"9781",1
"9782",7
"9783",1
"9784",1
"9785",2
"9786",23
"9787",1
"9788",1
"9789",25
"9790",6
"9791",1
"9792",11
"9793",1
"9794",4
"9795",1
"9796",1
"9797",2
"9798",2
"9799",12
"9800",3
"9801",10
"9802",1
"9803",15
"9804",2
"9805",4
"9806",7
"9807",3
"9808",5
"9809",20
"9810",20
"9811",7
"9812",24
"9813",1
"9814",2
"9815",2
"9816",1
"9817",2
"9818",2
"9819",3
"9820",1
"9821",3
"9822",7
"9823",14
"9824",1
"9825",1
"9826",1
"9827",1
"9828",2
"9829",4
"9830",1
"9831",2
"9832",14
"9833",2
"9834",4
"9835",18
"9836",6
"9837",8
"9838",5
"9839",3
"9840",1
"9841",21
"9842",2
"9843",3
"9844",5
"9845",3
"9846",2
"9847",1
"9848",2
"9849",28
"9850",22
"9851",1
"9852",3
"9853",1
"9854",1
"9855",3
"9856",18
"9857",11
"9858",4
"9859",6
"9860",1
"9861",2
"9862",2
"9863",17
"9864",1
"9865",1
"9866",6
"9867",15
"9868",11
"9869",4
"9870",5
"9871",5
"9872",1
"9873",2
"9874",5
"9875",1
"9876",1
"9877",7
"9878",1
"9879",1
"9880",10
"9881",1
"9882",4
"9883",23
"9884",1
"9885",3
"9886",2
"9887",2
"9888",1
"9889",5
"9890",7
"9891",13
"9892",1
"9893",1
"9894",36
"9895",3
"9896",2
"9897",9
"9898",2
"9899",2
"9900",1
"9901",1
"9902",1
"9903",11
"9904",3
"9905",1
"9906",2
"9907",9
"9908",23
"9909",1
"9910",1
"9911",11
"9912",3
"9913",10
"9914",17
"9915",4
"9916",1
"9917",2
"9918",1
"9919",1
"9920",1
"9921",1
"9922",1
"9923",15
"9924",20
"9925",3
"9926",1
"9927",2
"9928",3
"9929",11
"9930",1
"9931",4
"9932",2
"9933",2
"9934",24
"9935",7
"9936",29
"9937",8
"9938",9
"9939",9
"9940",1
"9941",4
"9942",16
"9943",16
"9944",1
"9945",6
"9946",14
"9947",2
"9948",1
"9949",7
"9950",4
"9951",9
"9952",1
"9953",1
"9954",2
"9955",7
"9956",11
"9957",59
"9958",3
"9959",36
"9960",3
"9961",20
"9962",4
"9963",1
"9964",1
"9965",6
"9966",1
"9967",1
"9968",1
"9969",3
"9970",3
"9971",2
"9972",8
"9973",2
"9974",7
"9975",2
"9976",1
"9977",8
"9978",15
"9979",2
"9980",5
"9981",8
"9982",1
"9983",2
"9984",7
"9985",5
"9986",2
"9987",11
"9988",1
"9989",4
"9990",10
"9991",2
"9992",2
"9993",2
"9994",4
"9995",2
"9996",1
"9997",12
"9998",3
"9999",17
"10000",5
