treebank	n	D	Drla	Dmin
zho	15	52	74.6667	23
zho	24	103	191.667	39
zho	19	68	120	34
zho	21	56	146.667	38
zho	11	17	40	13
zho	19	79	120	36
zho	21	69	146.667	33
zho	28	81	261	57
zho	23	75	176	39
zho	10	17	33	13
zho	22	80	161	39
zho	27	76	242.667	54
zho	19	77	120	36
zho	27	81	242.667	48
zho	26	90	225	48
zho	13	23	56	19
zho	16	45	85	27
zho	23	70	176	39
zho	15	35	74.6667	25
zho	4	6	5	4
zho	16	45	85	26
zho	12	46	47.6667	17
zho	27	94	242.667	49
zho	8	15	21	9
zho	14	40	65	19
zho	16	59	85	24
zho	14	36	65	21
zho	16	36	85	26
zho	29	89	280	55
zho	25	94	208	46
zho	18	35	107.667	29
zho	28	95	261	57
zho	38	108	481	79
zho	6	9	11.6667	6
zho	6	11	11.6667	6
zho	28	153	261	63
zho	29	99	280	51
zho	15	36	74.6667	22
zho	19	66	120	32
zho	9	15	26.6667	11
zho	6	12	11.6667	7
zho	28	87	261	57
zho	26	90	225	50
zho	8	16	21	12
zho	7	12	16	10
zho	16	57	85	20
zho	23	77	176	40
zho	16	39	85	28
zho	28	95	261	52
zho	13	23	56	16
zho	8	14	21	8
zho	11	26	40	13
zho	37	150	456	80
zho	22	79	161	47
zho	21	82	146.667	37
zho	18	54	107.667	27
zho	17	45	96	22
zho	18	64	107.667	28
zho	11	26	40	18
zho	24	93	191.667	44
zho	10	16	33	11
zho	28	85	261	48
zho	13	32	56	22
zho	20	106	133	38
zho	14	37	65	28
zho	12	21	47.6667	17
zho	14	42	65	17
zho	13	27	56	17
zho	29	71	280	54
zho	19	62	120	32
zho	27	69	242.667	48
zho	18	58	107.667	32
zho	26	96	225	59
zho	22	59	161	36
zho	16	37	85	25
zho	16	49	85	27
zho	29	71	280	53
zho	12	32	47.6667	20
zho	14	28	65	17
zho	17	51	96	32
zho	21	76	146.667	33
zho	13	29	56	23
zho	38	118	481	89
zho	18	78	107.667	34
zho	15	55	74.6667	20
zho	7	13	16	8
zho	33	100	362.667	64
zho	18	63	107.667	33
zho	25	81	208	40
zho	28	77	261	48
zho	10	35	33	15
zho	17	44	96	29
zho	18	46	107.667	28
zho	22	60	161	36
zho	10	24	33	14
zho	9	19	26.6667	12
zho	15	40	74.6667	23
zho	11	23	40	17
zho	16	34	85	26
zho	13	21	56	20
zho	26	86	225	45
zho	21	74	146.667	39
zho	14	60	65	25
zho	6	9	11.6667	7
zho	23	52	176	42
zho	17	39	96	28
zho	10	15	33	13
zho	22	50	161	34
zho	8	14	21	13
zho	27	74	242.667	52
zho	14	32	65	21
zho	16	29	85	24
zho	14	38	65	20
zho	21	67	146.667	36
zho	19	42	120	32
zho	16	56	85	24
zho	26	72	225	44
zho	9	16	26.6667	13
zho	13	39	56	21
zho	23	95	176	46
zho	21	69	146.667	35
zho	12	32	47.6667	22
zho	16	35	85	24
zho	11	19	40	16
zho	8	22	21	12
zho	21	61	146.667	36
zho	17	47	96	25
zho	12	25	47.6667	16
zho	28	96	261	51
zho	19	45	120	31
zho	26	54	225	42
zho	8	24	21	11
zho	31	84	320	55
zho	11	20	40	13
zho	20	48	133	30
zho	14	39	65	20
zho	15	35	74.6667	20
zho	14	36	65	21
zho	20	67	133	42
zho	22	91	161	35
zho	22	60	161	43
zho	20	70	133	35
zho	31	103	320	70
zho	21	55	146.667	33
zho	8	13	21	10
zho	24	89	191.667	38
zho	20	69	133	32
zho	12	27	47.6667	18
zho	22	75	161	40
zho	12	38	47.6667	17
zho	12	27	47.6667	16
zho	12	38	47.6667	16
zho	26	96	225	40
zho	21	60	146.667	35
zho	21	69	146.667	35
zho	21	98	146.667	36
zho	23	56	176	43
zho	22	75	161	37
zho	20	43	133	33
zho	20	57	133	31
zho	21	79	146.667	31
zho	21	58	146.667	36
zho	26	95	225	39
zho	10	40	33	15
zho	7	11	16	10
zho	16	94	85	26
zho	29	86	280	49
zho	15	31	74.6667	20
zho	17	52	96	28
zho	15	31	74.6667	22
zho	11	20	40	14
zho	8	12	21	11
zho	20	60	133	29
zho	20	49	133	36
zho	9	15	26.6667	10
zho	21	60	146.667	33
zho	11	22	40	14
zho	14	30	65	21
zho	19	89	120	33
zho	15	47	74.6667	25
zho	26	59	225	44
zho	19	56	120	31
zho	19	73	120	29
zho	17	45	96	36
zho	18	36	107.667	28
zho	10	17	33	14
zho	13	39	56	19
zho	11	18	40	14
zho	12	28	47.6667	18
zho	34	130	385	64
zho	12	20	47.6667	15
zho	11	20	40	15
zho	26	90	225	51
zho	10	14	33	12
zho	9	27	26.6667	11
zho	16	37	85	25
zho	13	44	56	17
zho	18	41	107.667	29
zho	20	53	133	29
zho	14	41	65	19
zho	13	24	56	20
zho	16	49	85	25
zho	11	32	40	18
zho	30	79	299.667	60
zho	19	44	120	31
zho	24	76	191.667	44
zho	19	75	120	32
zho	18	38	107.667	29
zho	9	16	26.6667	11
zho	25	61	208	45
zho	11	21	40	13
zho	34	112	385	68
zho	22	51	161	37
zho	29	117	280	52
zho	22	48	161	43
zho	22	74	161	39
zho	13	35	56	21
zho	18	45	107.667	27
zho	25	81	208	45
zho	25	72	208	49
zho	23	72	176	36
zho	18	40	107.667	29
zho	41	137	560	78
zho	20	55	133	32
zho	12	24	47.6667	16
zho	19	49	120	31
zho	25	111	208	44
zho	27	77	242.667	51
zho	28	102	261	53
zho	16	29	85	24
zho	22	72	161	37
zho	11	20	40	17
zho	6	8	11.6667	6
zho	20	46	133	31
zho	16	35	85	27
zho	26	92	225	45
zho	20	54	133	39
zho	32	159	341	61
zho	23	67	176	43
zho	8	12	21	10
zho	13	25	56	18
zho	23	60	176	40
zho	21	50	146.667	34
zho	22	65	161	33
zho	9	16	26.6667	11
zho	9	21	26.6667	12
zho	16	35	85	21
zho	17	40	96	23
zho	15	33	74.6667	24
zho	14	25	65	19
zho	20	53	133	31
zho	15	31	74.6667	22
zho	31	115	320	62
zho	15	30	74.6667	22
zho	17	48	96	24
zho	24	52	191.667	42
zho	16	34	85	28
zho	20	69	133	35
zho	8	16	21	11
zho	8	12	21	9
zho	9	18	26.6667	11
zho	10	19	33	15
zho	11	20	40	15
zho	20	54	133	35
zho	19	43	120	28
zho	27	76	242.667	47
zho	22	52	161	41
zho	14	50	65	25
zho	34	84	385	71
zho	12	21	47.6667	18
zho	14	30	65	22
zho	8	10	21	10
zho	19	44	120	33
zho	20	47	133	37
zho	11	22	40	15
zho	13	24	56	17
zho	18	82	107.667	32
zho	16	31	85	26
zho	15	37	74.6667	22
zho	21	47	146.667	34
zho	12	25	47.6667	15
zho	16	44	85	23
zho	21	65	146.667	36
zho	15	42	74.6667	20
zho	10	15	33	14
zho	20	61	133	37
zho	12	25	47.6667	18
zho	15	49	74.6667	25
zho	19	39	120	31
zho	16	50	85	22
zho	17	42	96	29
zho	24	91	191.667	45
zho	38	121	481	83
zho	15	37	74.6667	21
zho	29	82	280	51
zho	26	92	225	54
zho	15	34	74.6667	23
zho	11	25	40	15
zho	21	51	146.667	33
zho	20	79	133	30
zho	35	150	408	71
zho	13	44	56	21
zho	20	52	133	39
zho	20	54	133	34
zho	12	19	47.6667	17
zho	20	73	133	35
zho	22	63	161	34
zho	14	39	65	19
zho	14	37	65	21
zho	13	33	56	17
zho	28	105	261	56
zho	12	34	47.6667	18
zho	13	25	56	20
zho	30	99	299.667	54
zho	13	32	56	18
zho	29	83	280	51
zho	21	73	146.667	45
zho	13	32	56	18
zho	15	33	74.6667	20
zho	19	49	120	35
zho	26	69	225	51
zho	27	119	242.667	45
zho	11	20	40	16
zho	28	95	261	49
zho	9	15	26.6667	11
zho	18	51	107.667	28
zho	24	88	191.667	40
zho	14	42	65	24
zho	11	23	40	14
zho	18	39	107.667	28
zho	21	84	146.667	33
zho	20	53	133	34
zho	20	71	133	34
zho	33	153	362.667	63
zho	20	42	133	31
zho	17	81	96	33
zho	46	156	705	91
zho	24	111	191.667	44
zho	8	20	21	10
zho	43	141	616	88
zho	28	100	261	52
zho	21	51	146.667	33
zho	25	97	208	42
zho	25	70	208	40
zho	20	47	133	37
zho	21	51	146.667	33
zho	24	57	191.667	40
zho	21	47	146.667	36
zho	18	78	107.667	28
zho	19	62	120	36
zho	15	38	74.6667	25
zho	28	156	261	48
zho	6	8	11.6667	6
zho	21	67	146.667	37
zho	20	66	133	28
zho	26	80	225	45
zho	20	52	133	33
zho	31	103	320	62
zho	12	23	47.6667	13
zho	14	33	65	18
zho	18	49	107.667	27
zho	9	13	26.6667	10
zho	9	16	26.6667	11
zho	11	24	40	14
zho	25	83	208	39
zho	11	30	40	16
zho	15	48	74.6667	22
zho	21	49	146.667	35
zho	24	51	191.667	41
zho	26	88	225	49
zho	16	39	85	26
zho	21	57	146.667	35
zho	10	23	33	16
zho	30	113	299.667	60
zho	22	63	161	38
zho	41	168	560	92
zho	26	78	225	45
zho	41	176	560	89
zho	17	41	96	28
zho	21	56	146.667	32
zho	32	100	341	65
zho	17	51	96	25
zho	9	19	26.6667	12
zho	16	31	85	23
zho	20	63	133	40
zho	28	93	261	64
zho	14	40	65	22
zho	7	21	16	7
zho	15	31	74.6667	26
zho	27	72	242.667	43
zho	23	60	176	37
zho	6	9	11.6667	7
zho	9	23	26.6667	11
zho	14	34	65	18
zho	22	58	161	42
zho	10	24	33	14
zho	25	72	208	46
zho	8	18	21	10
zho	16	51	85	23
zho	22	62	161	39
zho	10	18	33	15
zho	16	45	85	28
zho	10	14	33	11
zho	12	23	47.6667	16
zho	28	59	261	44
zho	20	74	133	33
zho	13	25	56	16
zho	14	36	65	20
zho	19	68	120	27
zho	25	92	208	54
zho	21	57	146.667	39
zho	11	21	40	17
zho	11	23	40	15
zho	21	65	146.667	34
zho	17	37	96	31
zho	29	75	280	58
zho	22	59	161	38
zho	12	34	47.6667	19
zho	29	127	280	52
zho	16	35	85	27
zho	19	47	120	35
zho	21	58	146.667	34
zho	16	49	85	29
zho	22	52	161	36
zho	10	18	33	13
zho	27	104	242.667	51
zho	17	39	96	25
zho	10	17	33	12
zho	18	54	107.667	32
zho	22	52	161	37
zho	8	14	21	11
zho	20	51	133	32
zho	22	50	161	36
zho	14	42	65	18
zho	21	66	146.667	36
zho	18	51	107.667	27
zho	18	36	107.667	27
zho	18	60	107.667	27
zho	23	76	176	41
zho	28	118	261	64
zho	36	127	431.667	78
zho	34	112	385	66
zho	39	142	506.667	80
zho	16	41	85	26
zho	29	85	280	52
zho	13	35	56	17
zho	14	33	65	23
zho	9	18	26.6667	12
zho	16	34	85	28
zho	12	31	47.6667	15
zho	32	105	341	61
zho	24	100	191.667	40
zho	15	29	74.6667	22
zho	14	28	65	21
zho	8	18	21	11
zho	13	30	56	20
zho	12	26	47.6667	16
zho	17	37	96	26
zho	18	48	107.667	30
zho	11	21	40	15
zho	20	50	133	32
zho	22	42	161	35
zho	21	74	146.667	38
zho	16	35	85	26
zho	23	57	176	37
zho	16	39	85	22
zho	17	39	96	29
zho	14	35	65	22
zho	13	33	56	20
zho	26	66	225	46
zho	5	6	8	6
zho	7	9	16	8
zho	24	64	191.667	42
zho	13	25	56	19
zho	18	53	107.667	28
zho	13	28	56	19
zho	25	68	208	39
zho	20	48	133	28
zho	19	65	120	31
zho	23	65	176	38
zho	21	74	146.667	36
zho	24	56	191.667	46
zho	18	46	107.667	28
zho	25	58	208	48
zho	13	33	56	20
zho	28	102	261	48
zho	12	21	47.6667	15
zho	21	58	146.667	33
zho	9	21	26.6667	11
zho	27	69	242.667	46
zho	16	42	85	26
zho	19	59	120	32
zho	19	58	120	30
zho	12	38	47.6667	17
zho	6	9	11.6667	7
zho	10	16	33	13
zho	33	143	362.667	63
zho	20	44	133	35
zho	22	65	161	38
zho	24	71	191.667	38
zho	24	69	191.667	48
zho	18	57	107.667	29
zho	13	27	56	18
zho	23	78	176	38
zho	19	46	120	27
zho	17	38	96	26
zho	30	63	299.667	50
zho	35	110	408	65
zho	22	77	161	42
zho	9	22	26.6667	11
zho	22	64	161	39
zho	10	21	33	14
zho	10	21	33	13
zho	25	73	208	42
zho	13	40	56	17
zho	20	49	133	30
zho	34	87	385	64
zho	13	33	56	16
zho	23	82	176	42
zho	18	39	107.667	31
zho	20	51	133	34
zho	25	93	208	43
zho	22	71	161	40
zho	12	40	47.6667	22
zho	12	20	47.6667	16
zho	31	79	320	54
zho	21	53	146.667	32
zho	15	57	74.6667	22
zho	19	55	120	29
zho	17	48	96	27
zho	18	53	107.667	31
zho	17	45	96	29
zho	8	16	21	9
zho	36	118	431.667	70
zho	7	10	16	7
zho	11	21	40	15
zho	19	65	120	38
zho	19	47	120	33
zho	13	24	56	18
zho	26	77	225	45
zho	31	102	320	58
zho	24	69	191.667	42
zho	18	43	107.667	25
zho	22	71	161	36
zho	15	38	74.6667	21
zho	21	54	146.667	38
zho	33	119	362.667	66
zho	20	52	133	32
zho	16	32	85	28
zho	12	46	47.6667	14
zho	22	50	161	42
zho	22	92	161	42
zho	8	13	21	8
zho	21	39	146.667	30
zho	16	47	85	24
zho	27	81	242.667	48
zho	31	79	320	60
zho	17	56	96	26
zho	16	35	85	25
zho	19	65	120	29
zho	19	50	120	30
zho	31	101	320	54
zho	11	24	40	16
zho	15	37	74.6667	26
zho	22	89	161	45
zho	13	25	56	19
zho	20	92	133	36
zho	13	30	56	19
zho	7	9	16	8
zho	42	180	587.667	82
zho	12	32	47.6667	17
zho	16	38	85	25
zho	26	71	225	46
zho	4	5	5	3
zho	23	59	176	41
zho	23	98	176	37
zho	16	36	85	21
zho	11	31	40	13
zho	13	30	56	18
zho	8	12	21	10
zho	15	33	74.6667	22
zho	35	116	408	69
zho	11	33	40	17
zho	7	11	16	10
zho	16	35	85	24
zho	23	71	176	40
zho	8	12	21	9
zho	5	7	8	6
zho	9	15	26.6667	12
zho	16	48	85	26
zho	10	18	33	12
zho	20	47	133	35
zho	32	63	341	57
zho	22	87	161	36
zho	11	20	40	14
zho	6	8	11.6667	6
zho	16	46	85	24
zho	21	62	146.667	35
zho	34	110	385	73
zho	16	40	85	25
zho	33	116	362.667	60
zho	9	15	26.6667	10
zho	16	39	85	25
zho	15	40	74.6667	21
zho	43	234	616	84
zho	20	46	133	32
zho	34	114	385	70
zho	20	40	133	31
zho	16	33	85	24
zho	22	71	161	44
zho	11	40	40	16
zho	15	41	74.6667	27
zho	21	67	146.667	39
zho	17	35	96	23
zho	28	115	261	55
zho	23	50	176	38
zho	20	53	133	34
zho	22	52	161	41
zho	14	51	65	18
zho	15	47	74.6667	22
zho	13	32	56	19
zho	23	50	176	35
zho	16	34	85	25
zho	14	28	65	20
zho	18	54	107.667	30
zho	32	124	341	59
zho	11	19	40	16
zho	7	11	16	9
zho	19	54	120	30
zho	23	52	176	43
zho	20	53	133	35
zho	4	4	5	3
zho	38	117	481	75
zho	17	40	96	25
zho	12	22	47.6667	18
zho	16	33	85	22
zho	11	18	40	15
zho	9	24	26.6667	10
zho	22	75	161	41
zho	16	32	85	25
zho	14	27	65	18
zho	14	32	65	22
zho	11	18	40	15
zho	27	84	242.667	51
zho	19	42	120	32
zho	19	66	120	29
zho	33	107	362.667	63
zho	19	97	120	33
zho	19	47	120	32
zho	13	25	56	20
zho	21	51	146.667	32
zho	22	56	161	38
zho	21	65	146.667	36
zho	27	101	242.667	53
zho	17	53	96	26
zho	20	60	133	38
zho	27	75	242.667	54
zho	7	10	16	8
zho	23	46	176	42
zho	7	12	16	8
zho	18	45	107.667	27
zho	8	11	21	8
zho	10	21	33	15
zho	8	10	21	9
zho	10	16	33	13
zho	20	53	133	39
zho	13	55	56	21
zho	18	46	107.667	31
zho	9	13	26.6667	12
zho	13	22	56	20
zho	18	64	107.667	32
zho	18	48	107.667	29
zho	24	80	191.667	42
zho	13	28	56	19
zho	32	147	341	62
zho	22	102	161	36
zho	17	44	96	28
zho	22	71	161	39
zho	18	55	107.667	32
zho	14	35	65	21
zho	16	40	85	27
zho	30	76	299.667	55
zho	10	25	33	14
zho	15	52	74.6667	21
zho	18	66	107.667	32
zho	19	68	120	30
zho	21	42	146.667	35
zho	16	27	85	25
zho	13	43	56	23
zho	19	58	120	33
zho	13	33	56	16
zho	15	26	74.6667	20
zho	12	51	47.6667	16
zho	22	59	161	39
zho	11	37	40	16
zho	14	32	65	22
zho	14	28	65	20
zho	14	36	65	21
zho	23	52	176	40
zho	18	53	107.667	28
zho	17	39	96	27
zho	21	57	146.667	38
zho	20	51	133	32
zho	19	67	120	32
zho	5	7	8	6
zho	11	29	40	15
zho	14	30	65	19
zho	25	91	208	46
zho	14	37	65	23
zho	7	10	16	8
zho	9	18	26.6667	11
zho	12	18	47.6667	16
zho	13	31	56	18
zho	22	78	161	36
zho	12	25	47.6667	20
zho	17	45	96	27
zho	13	21	56	17
zho	25	79	208	47
zho	12	30	47.6667	22
zho	8	16	21	9
zho	15	42	74.6667	24
zho	8	12	21	8
zho	6	8	11.6667	7
zho	25	100	208	44
zho	17	44	96	28
zho	18	56	107.667	27
zho	13	35	56	20
zho	11	21	40	15
zho	20	58	133	36
zho	4	6	5	4
zho	23	63	176	41
zho	32	109	341	57
zho	9	18	26.6667	11
zho	13	23	56	19
zho	24	65	191.667	40
zho	35	103	408	67
zho	25	73	208	47
zho	15	40	74.6667	22
zho	14	41	65	25
zho	16	48	85	27
zho	24	97	191.667	51
zho	12	22	47.6667	16
zho	32	133	341	63
zho	20	67	133	31
zho	10	17	33	13
zho	13	41	56	21
zho	25	69	208	45
zho	12	23	47.6667	17
zho	29	94	280	52
zho	21	55	146.667	37
zho	19	54	120	29
zho	17	42	96	28
zho	21	57	146.667	35
zho	31	92	320	56
zho	22	60	161	36
zho	20	57	133	38
zho	17	49	96	21
zho	7	16	16	10
zho	21	61	146.667	33
zho	17	54	96	27
zho	18	39	107.667	27
zho	27	97	242.667	56
zho	22	80	161	42
zho	13	28	56	20
zho	13	21	56	18
zho	14	29	65	21
zho	20	51	133	31
zho	12	24	47.6667	18
zho	16	36	85	26
zho	16	35	85	23
zho	23	72	176	41
zho	19	43	120	34
zho	23	55	176	36
zho	35	118	408	67
zho	21	83	146.667	40
zho	36	118	431.667	70
zho	17	40	96	29
zho	18	63	107.667	28
zho	26	68	225	47
zho	22	71	161	35
zho	32	77	341	58
zho	21	57	146.667	35
zho	15	38	74.6667	20
zho	18	58	107.667	26
zho	16	32	85	27
zho	22	64	161	34
zho	21	60	146.667	33
zho	27	94	242.667	56
zho	15	24	74.6667	19
zho	28	78	261	49
zho	27	85	242.667	49
zho	16	42	85	25
zho	27	87	242.667	47
zho	13	22	56	18
zho	15	72	74.6667	28
zho	20	60	133	34
zho	22	55	161	40
zho	29	128	280	59
zho	18	31	107.667	26
zho	18	51	107.667	28
zho	39	104	506.667	81
zho	37	147	456	73
zho	18	44	107.667	29
zho	19	46	120	32
zho	49	237	800	109
zho	31	72	320	56
ces	35	106	408	75
ces	16	37	85	23
ces	28	65	261	51
ces	21	48	146.667	30
ces	8	13	21	11
ces	11	22	40	14
ces	6	7	11.6667	6
ces	28	64	261	50
ces	16	33	85	26
ces	5	7	8	6
ces	18	48	107.667	34
ces	12	27	47.6667	18
ces	12	21	47.6667	16
ces	16	35	85	22
ces	15	34	74.6667	27
ces	9	22	26.6667	13
ces	10	17	33	12
ces	35	131	408	74
ces	10	25	33	15
ces	18	49	107.667	29
ces	12	21	47.6667	14
ces	10	15	33	13
ces	25	55	208	42
ces	9	20	26.6667	11
ces	12	26	47.6667	16
ces	16	45	85	21
ces	24	61	191.667	39
ces	21	52	146.667	34
ces	12	34	47.6667	19
ces	29	88	280	51
ces	18	35	107.667	30
ces	13	23	56	20
ces	15	23	74.6667	20
ces	26	68	225	48
ces	15	30	74.6667	22
ces	15	46	74.6667	23
ces	13	20	56	17
ces	6	15	11.6667	9
ces	7	8	16	7
ces	8	11	21	10
ces	13	22	56	17
ces	7	9	16	8
ces	17	36	96	30
ces	32	102	341	54
ces	20	40	133	35
ces	24	48	191.667	41
ces	11	22	40	17
ces	22	41	161	34
ces	19	42	120	30
ces	24	55	191.667	37
ces	16	36	85	28
ces	18	55	107.667	33
ces	9	19	26.6667	12
ces	20	39	133	32
ces	11	26	40	16
ces	29	63	280	53
ces	36	86	431.667	68
ces	12	17	47.6667	15
ces	17	39	96	26
ces	17	52	96	34
ces	12	26	47.6667	18
ces	8	12	21	8
ces	10	25	33	13
ces	11	15	40	14
ces	14	31	65	22
ces	7	13	16	7
ces	16	37	85	26
ces	21	54	146.667	37
ces	9	16	26.6667	12
ces	24	57	191.667	39
ces	17	30	96	26
ces	18	34	107.667	31
ces	16	40	85	27
ces	22	46	161	35
ces	10	23	33	13
ces	16	32	85	25
ces	15	34	74.6667	25
ces	12	21	47.6667	14
ces	17	33	96	27
ces	14	30	65	22
ces	13	26	56	20
ces	15	47	74.6667	20
ces	30	87	299.667	57
ces	11	19	40	15
ces	31	116	320	48
ces	24	53	191.667	39
ces	20	58	133	36
ces	21	45	146.667	36
ces	27	47	242.667	37
ces	15	29	74.6667	22
ces	14	48	65	18
ces	27	66	242.667	44
ces	27	113	242.667	45
ces	21	50	146.667	35
ces	35	105	408	65
ces	9	22	26.6667	12
ces	12	29	47.6667	16
ces	28	67	261	50
ces	15	31	74.6667	21
ces	12	20	47.6667	16
ces	28	63	261	44
ces	19	37	120	31
ces	29	61	280	49
ces	13	23	56	19
ces	26	65	225	48
ces	22	51	161	36
ces	29	66	280	44
ces	20	48	133	34
ces	33	113	362.667	64
ces	25	72	208	37
ces	8	12	21	9
ces	13	19	56	17
ces	15	26	74.6667	22
ces	7	9	16	8
ces	28	62	261	44
ces	29	68	280	50
ces	20	63	133	31
ces	26	50	225	43
ces	5	6	8	5
ces	18	47	107.667	28
ces	10	16	33	12
ces	33	91	362.667	61
ces	14	24	65	21
ces	13	24	56	17
ces	4	5	5	3
ces	19	53	120	31
ces	15	32	74.6667	23
ces	19	34	120	30
ces	11	22	40	16
ces	16	35	85	26
ces	13	21	56	15
ces	11	20	40	13
ces	20	47	133	34
ces	9	19	26.6667	12
ces	17	44	96	29
ces	5	6	8	5
ces	16	35	85	24
ces	25	60	208	39
ces	16	35	85	26
ces	15	33	74.6667	23
ces	18	35	107.667	25
ces	21	70	146.667	33
ces	21	53	146.667	32
ces	20	41	133	34
ces	19	64	120	29
ces	17	36	96	25
ces	13	24	56	17
ces	8	12	21	8
ces	3	3	2.66667	2
ces	15	34	74.6667	25
ces	17	41	96	26
ces	19	47	120	29
ces	14	22	65	19
ces	13	26	56	20
ces	15	35	74.6667	24
ces	25	63	208	40
ces	15	38	74.6667	27
ces	22	39	161	34
ces	11	19	40	14
ces	8	12	21	8
ces	14	39	65	21
ces	24	52	191.667	44
ces	17	35	96	28
ces	11	21	40	13
ces	14	37	65	19
ces	19	50	120	29
ces	11	23	40	14
ces	14	32	65	23
ces	8	13	21	10
ces	12	39	47.6667	18
ces	3	3	2.66667	2
ces	22	58	161	40
ces	13	33	56	19
ces	7	14	16	7
ces	19	47	120	30
ces	7	18	16	7
ces	11	17	40	14
ces	7	10	16	8
ces	17	29	96	22
ces	9	14	26.6667	11
ces	11	22	40	15
ces	20	64	133	36
ces	9	23	26.6667	14
ces	9	20	26.6667	10
ces	18	44	107.667	28
ces	11	24	40	16
ces	4	5	5	3
ces	4	4	5	3
ces	14	24	65	18
ces	10	18	33	13
ces	20	41	133	31
ces	13	20	56	18
ces	23	58	176	48
ces	7	9	16	8
ces	17	44	96	30
ces	22	118	161	37
ces	22	44	161	36
ces	17	77	96	26
ces	7	9	16	8
ces	19	41	120	29
ces	22	60	161	32
ces	8	12	21	10
ces	32	74	341	54
ces	18	38	107.667	28
ces	8	18	21	12
ces	14	32	65	24
ces	21	46	146.667	34
ces	24	73	191.667	43
ces	5	10	8	6
ces	7	17	16	9
ces	12	22	47.6667	18
ces	22	67	161	34
ces	5	9	8	5
ces	14	38	65	17
ces	12	26	47.6667	19
ces	9	16	26.6667	10
ces	14	33	65	23
ces	25	76	208	42
ces	19	49	120	31
ces	15	31	74.6667	24
ces	21	45	146.667	31
ces	23	53	176	40
ces	6	12	11.6667	7
ces	4	4	5	4
ces	25	48	208	39
ces	21	36	146.667	32
ces	13	22	56	18
ces	19	48	120	32
ces	5	8	8	4
ces	7	10	16	7
ces	24	94	191.667	45
ces	18	37	107.667	30
ces	9	15	26.6667	12
ces	7	10	16	8
ces	21	41	146.667	31
ces	17	38	96	24
ces	18	38	107.667	23
ces	23	58	176	37
ces	14	24	65	20
ces	7	11	16	7
ces	5	7	8	5
ces	22	49	161	38
ces	26	86	225	51
ces	18	39	107.667	28
ces	11	16	40	13
ces	18	46	107.667	28
ces	17	50	96	29
ces	9	16	26.6667	13
ces	18	43	107.667	29
ces	7	10	16	9
ces	23	60	176	36
ces	12	28	47.6667	20
ces	17	35	96	29
ces	14	37	65	25
ces	10	18	33	15
ces	13	36	56	17
ces	7	11	16	6
ces	25	59	208	41
ces	15	31	74.6667	20
ces	22	51	161	36
ces	13	26	56	18
ces	25	86	208	42
ces	10	13	33	12
ces	16	64	85	25
ces	18	51	107.667	29
ces	21	42	146.667	33
ces	7	12	16	9
ces	20	39	133	26
ces	15	35	74.6667	27
ces	18	43	107.667	25
ces	9	17	26.6667	13
ces	29	79	280	59
ces	13	19	56	18
ces	14	32	65	18
ces	6	6	11.6667	5
ces	29	95	280	50
ces	14	37	65	22
ces	19	55	120	33
ces	27	63	242.667	47
ces	6	7	11.6667	6
ces	18	34	107.667	27
ces	16	34	85	25
ces	14	24	65	21
ces	10	21	33	15
ces	9	26	26.6667	13
ces	14	21	65	18
ces	10	20	33	15
ces	10	19	33	15
ces	11	35	40	15
ces	17	33	96	26
ces	16	32	85	26
ces	8	9	21	9
ces	9	17	26.6667	12
ces	16	34	85	23
ces	11	18	40	16
ces	6	9	11.6667	6
ces	17	43	96	27
ces	5	7	8	5
ces	22	69	161	34
ces	8	13	21	10
ces	10	16	33	13
ces	11	29	40	18
ces	16	39	85	27
ces	15	30	74.6667	20
ces	17	38	96	26
ces	24	50	191.667	41
ces	7	13	16	10
ces	12	25	47.6667	17
ces	17	38	96	26
ces	25	63	208	48
ces	10	13	33	12
ces	14	23	65	19
ces	9	15	26.6667	12
ces	10	14	33	13
ces	16	37	85	25
ces	17	43	96	26
ces	6	12	11.6667	6
ces	18	42	107.667	27
ces	19	40	120	31
ces	18	38	107.667	27
ces	11	19	40	16
ces	20	44	133	30
ces	13	25	56	18
ces	16	55	85	22
ces	15	35	74.6667	23
ces	13	27	56	16
ces	20	38	133	28
ces	18	51	107.667	29
ces	19	35	120	28
ces	20	56	133	29
ces	14	34	65	22
ces	25	56	208	40
ces	18	41	107.667	29
ces	11	23	40	18
ces	13	32	56	20
ces	16	35	85	24
ces	10	13	33	13
ces	18	49	107.667	29
ces	10	17	33	14
ces	8	12	21	10
ces	9	15	26.6667	12
ces	17	35	96	27
ces	20	47	133	33
ces	26	57	225	40
ces	15	34	74.6667	21
ces	22	53	161	39
ces	12	36	47.6667	16
ces	13	26	56	19
ces	20	53	133	33
ces	18	32	107.667	25
ces	20	54	133	35
ces	18	77	107.667	31
ces	7	12	16	9
ces	8	13	21	10
ces	14	26	65	21
ces	23	61	176	36
ces	10	15	33	13
ces	16	27	85	22
ces	18	74	107.667	31
ces	11	21	40	14
ces	10	16	33	13
ces	16	36	85	21
ces	15	23	74.6667	21
ces	11	26	40	15
ces	19	46	120	27
ces	9	14	26.6667	10
ces	15	26	74.6667	21
ces	15	31	74.6667	20
ces	13	22	56	19
ces	15	28	74.6667	21
ces	12	26	47.6667	16
ces	20	35	133	28
ces	19	36	120	29
ces	11	14	40	13
ces	7	12	16	8
ces	13	24	56	20
ces	14	25	65	20
ces	13	21	56	16
ces	32	90	341	60
ces	12	18	47.6667	15
