treebank	n	D	Drla	Dmin
zho	15	55	74.6667	21
zho	24	76	191.667	32
zho	19	55	120	29
zho	21	55	146.667	37
zho	11	14	40	12
zho	19	83	120	36
zho	21	68	146.667	30
zho	28	82	261	51
zho	23	75	176	36
zho	10	19	33	11
zho	22	49	161	35
zho	27	69	242.667	45
zho	19	41	120	31
zho	27	91	242.667	42
zho	26	84	225	42
zho	13	22	56	20
zho	16	45	85	23
zho	23	73	176	38
zho	15	32	74.6667	22
zho	4	6	5	4
zho	16	39	85	22
zho	12	24	47.6667	13
zho	27	95	242.667	42
zho	8	14	21	9
zho	14	37	65	17
zho	16	70	85	21
zho	14	27	65	18
zho	16	36	85	21
zho	29	82	280	50
zho	25	90	208	38
zho	18	33	107.667	27
zho	28	86	261	48
zho	38	111	481	73
zho	6	9	11.6667	6
zho	6	8	11.6667	6
zho	28	99	261	60
zho	29	110	280	45
zho	15	34	74.6667	22
zho	19	48	120	25
zho	9	15	26.6667	10
zho	6	8	11.6667	6
zho	28	91	261	53
zho	26	87	225	43
zho	8	11	21	10
zho	7	12	16	10
zho	16	51	85	17
zho	23	79	176	34
zho	16	36	85	24
zho	28	100	261	44
zho	13	21	56	16
zho	8	16	21	8
zho	11	20	40	11
zho	37	142	456	66
zho	22	41	161	37
zho	21	78	146.667	29
zho	18	45	107.667	22
zho	17	34	96	20
zho	18	61	107.667	24
zho	11	25	40	17
zho	24	77	191.667	37
zho	10	14	33	11
zho	28	71	261	41
zho	13	32	56	17
zho	20	74	133	29
zho	14	37	65	28
zho	12	20	47.6667	15
zho	14	33	65	15
zho	13	19	56	15
zho	29	76	280	49
zho	19	58	120	31
zho	27	71	242.667	46
zho	18	60	107.667	24
zho	26	103	225	46
zho	22	63	161	31
zho	16	29	85	21
zho	16	31	85	23
zho	29	65	280	49
zho	12	26	47.6667	17
zho	14	23	65	17
zho	17	58	96	28
zho	21	63	146.667	26
zho	13	34	56	17
zho	38	114	481	78
zho	18	54	107.667	27
zho	15	56	74.6667	17
zho	7	10	16	6
zho	33	94	362.667	60
zho	18	76	107.667	29
zho	25	85	208	34
zho	28	78	261	43
zho	10	20	33	13
zho	17	42	96	25
zho	18	57	107.667	23
zho	22	60	161	34
zho	10	23	33	14
zho	9	15	26.6667	10
zho	15	36	74.6667	21
zho	11	31	40	12
zho	16	40	85	21
zho	13	26	56	16
zho	26	67	225	39
zho	21	75	146.667	35
zho	14	45	65	23
zho	6	9	11.6667	7
zho	23	51	176	41
zho	17	35	96	26
zho	10	14	33	13
zho	22	44	161	31
zho	8	17	21	10
zho	27	78	242.667	48
zho	14	35	65	18
zho	16	30	85	21
zho	14	34	65	17
zho	21	70	146.667	31
zho	19	40	120	31
zho	16	62	85	21
zho	26	68	225	42
zho	9	14	26.6667	12
zho	13	30	56	16
zho	23	98	176	38
zho	21	71	146.667	30
zho	12	26	47.6667	19
zho	16	31	85	23
zho	11	22	40	14
zho	8	16	21	10
zho	21	67	146.667	32
zho	17	49	96	22
zho	12	20	47.6667	14
zho	28	90	261	49
zho	19	44	120	25
zho	26	52	225	42
zho	8	18	21	10
zho	31	80	320	48
zho	11	13	40	11
zho	20	49	133	28
zho	14	41	65	19
zho	15	36	74.6667	18
zho	14	32	65	18
zho	20	89	133	33
zho	22	61	161	32
zho	22	70	161	34
zho	20	53	133	30
zho	31	93	320	55
zho	21	62	146.667	29
zho	8	13	21	10
zho	24	89	191.667	33
zho	20	74	133	27
zho	12	22	47.6667	15
zho	22	82	161	33
zho	12	25	47.6667	15
zho	12	21	47.6667	15
zho	12	34	47.6667	14
zho	26	84	225	38
zho	21	61	146.667	31
zho	21	52	146.667	29
zho	21	70	146.667	29
zho	23	62	176	37
zho	22	70	161	32
zho	20	43	133	30
zho	20	50	133	26
zho	21	64	146.667	25
zho	21	50	146.667	32
zho	26	90	225	36
zho	10	22	33	12
zho	7	13	16	8
zho	16	58	85	24
zho	29	67	280	44
zho	15	31	74.6667	19
zho	17	53	96	28
zho	15	31	74.6667	21
zho	11	20	40	11
zho	8	11	21	9
zho	20	56	133	25
zho	20	47	133	32
zho	9	13	26.6667	10
zho	21	48	146.667	27
zho	11	25	40	12
zho	14	30	65	21
zho	19	58	120	26
zho	15	36	74.6667	21
zho	26	58	225	43
zho	19	54	120	28
zho	19	59	120	24
zho	17	23	96	21
zho	18	39	107.667	25
zho	10	17	33	14
zho	13	31	56	15
zho	11	18	40	14
zho	12	29	47.6667	17
zho	34	129	385	55
zho	12	18	47.6667	13
zho	11	19	40	13
zho	26	96	225	44
zho	10	14	33	10
zho	9	24	26.6667	10
zho	16	41	85	23
zho	13	28	56	15
zho	18	46	107.667	28
zho	20	53	133	28
zho	14	36	65	18
zho	13	24	56	20
zho	16	47	85	20
zho	11	26	40	14
zho	30	92	299.667	53
zho	19	44	120	26
zho	24	90	191.667	39
zho	19	73	120	28
zho	18	36	107.667	26
zho	9	17	26.6667	10
zho	25	61	208	41
zho	11	20	40	12
zho	34	126	385	58
zho	22	48	161	34
zho	29	119	280	43
zho	22	49	161	38
zho	22	61	161	33
zho	13	40	56	18
zho	18	41	107.667	24
zho	25	72	208	42
zho	25	75	208	43
zho	23	77	176	35
zho	18	43	107.667	28
zho	41	152	560	64
zho	20	57	133	27
zho	12	24	47.6667	16
zho	19	44	120	28
zho	25	111	208	33
zho	27	82	242.667	46
zho	28	80	261	48
zho	16	31	85	22
zho	22	80	161	32
zho	11	23	40	13
zho	6	9	11.6667	6
zho	20	46	133	27
zho	16	37	85	22
zho	26	86	225	40
zho	20	50	133	34
zho	32	122	341	53
zho	23	63	176	40
zho	8	14	21	9
zho	13	26	56	18
zho	23	59	176	38
zho	21	36	146.667	31
zho	22	60	161	31
zho	9	15	26.6667	11
zho	9	16	26.6667	10
zho	16	35	85	20
zho	17	33	96	20
zho	15	31	74.6667	21
zho	14	24	65	17
zho	20	50	133	26
zho	15	35	74.6667	19
zho	31	121	320	51
zho	15	35	74.6667	17
zho	17	41	96	21
zho	24	45	191.667	37
zho	16	35	85	21
zho	20	74	133	34
zho	8	12	21	9
zho	8	11	21	8
zho	9	18	26.6667	11
zho	10	22	33	11
zho	11	19	40	14
zho	20	49	133	32
zho	19	52	120	24
zho	27	59	242.667	36
zho	22	45	161	34
zho	14	29	65	18
zho	34	71	385	59
zho	12	18	47.6667	17
zho	14	30	65	18
zho	8	11	21	10
zho	19	48	120	27
zho	20	50	133	32
zho	11	24	40	14
zho	13	21	56	17
zho	18	62	107.667	27
zho	16	37	85	23
zho	15	39	74.6667	19
zho	21	43	146.667	31
zho	12	18	47.6667	14
zho	16	37	85	19
zho	21	53	146.667	34
zho	15	35	74.6667	17
zho	10	18	33	11
zho	20	67	133	33
zho	12	25	47.6667	16
zho	15	52	74.6667	21
zho	19	41	120	29
zho	16	44	85	19
zho	17	23	96	21
zho	24	78	191.667	40
zho	38	127	481	69
zho	15	38	74.6667	17
zho	29	82	280	43
zho	26	100	225	45
zho	15	34	74.6667	22
zho	11	16	40	13
zho	21	52	146.667	26
zho	20	75	133	28
zho	35	164	408	64
zho	13	35	56	16
zho	20	55	133	37
zho	20	54	133	27
zho	12	17	47.6667	16
zho	20	59	133	31
zho	22	60	161	32
zho	14	34	65	16
zho	14	26	65	18
zho	13	23	56	16
zho	28	106	261	50
zho	12	19	47.6667	14
zho	13	31	56	17
zho	30	91	299.667	45
zho	13	34	56	17
zho	29	89	280	44
zho	21	72	146.667	35
zho	13	23	56	15
zho	15	32	74.6667	19
zho	19	60	120	27
zho	26	71	225	39
zho	27	136	242.667	39
zho	11	23	40	15
zho	28	101	261	42
zho	9	16	26.6667	10
zho	18	37	107.667	26
zho	24	90	191.667	36
zho	14	44	65	18
zho	11	25	40	13
zho	18	34	107.667	23
zho	21	84	146.667	29
zho	20	54	133	30
zho	20	78	133	32
zho	33	156	362.667	60
zho	20	41	133	28
zho	17	82	96	33
zho	46	142	705	87
zho	24	82	191.667	35
zho	8	22	21	9
zho	43	136	616	82
zho	28	90	261	45
zho	21	47	146.667	31
zho	25	103	208	35
zho	25	70	208	33
zho	20	42	133	29
zho	21	47	146.667	31
zho	24	53	191.667	37
zho	21	42	146.667	29
zho	18	78	107.667	23
zho	19	72	120	29
zho	15	35	74.6667	23
zho	28	152	261	46
zho	6	9	11.6667	5
zho	21	71	146.667	30
zho	20	50	133	24
zho	26	78	225	41
zho	20	51	133	28
zho	31	109	320	58
zho	12	20	47.6667	11
zho	14	30	65	16
zho	18	54	107.667	24
zho	9	12	26.6667	9
zho	9	21	26.6667	8
zho	11	26	40	12
zho	25	80	208	35
zho	11	32	40	14
zho	15	51	74.6667	19
zho	21	48	146.667	31
zho	24	52	191.667	35
zho	26	99	225	42
zho	16	41	85	23
zho	21	60	146.667	31
zho	10	20	33	13
zho	30	114	299.667	48
zho	22	60	161	32
zho	41	172	560	78
zho	26	63	225	40
zho	41	188	560	71
zho	17	40	96	25
zho	21	53	146.667	28
zho	32	106	341	57
zho	17	53	96	20
zho	9	14	26.6667	10
zho	16	27	85	21
zho	20	59	133	32
zho	28	101	261	52
zho	14	31	65	18
zho	7	20	16	7
zho	15	35	74.6667	22
zho	27	69	242.667	39
zho	23	55	176	32
zho	6	9	11.6667	7
zho	9	20	26.6667	11
zho	14	38	65	16
zho	22	66	161	34
zho	10	29	33	12
zho	25	78	208	35
zho	8	20	21	7
zho	16	44	85	19
zho	22	64	161	33
zho	10	18	33	11
zho	16	54	85	23
zho	10	15	33	10
zho	12	23	47.6667	14
zho	28	53	261	40
zho	20	55	133	30
zho	13	22	56	15
zho	14	35	65	20
zho	19	68	120	24
zho	25	91	208	45
zho	21	51	146.667	31
zho	11	25	40	15
zho	11	25	40	14
zho	21	70	146.667	30
zho	17	45	96	23
zho	29	82	280	49
zho	22	58	161	38
zho	12	28	47.6667	14
zho	29	128	280	46
zho	16	34	85	23
zho	19	41	120	30
zho	21	58	146.667	33
zho	16	56	85	22
zho	22	57	161	31
zho	10	17	33	13
zho	27	110	242.667	47
zho	17	32	96	23
zho	10	14	33	10
zho	18	44	107.667	27
zho	22	49	161	34
zho	8	18	21	9
zho	20	49	133	27
zho	22	46	161	36
zho	14	40	65	17
zho	21	69	146.667	34
zho	18	50	107.667	24
zho	18	34	107.667	25
zho	18	54	107.667	24
zho	23	73	176	38
zho	28	121	261	48
zho	36	128	431.667	62
zho	34	116	385	54
zho	39	111	506.667	72
zho	16	42	85	23
zho	29	88	280	48
zho	13	32	56	16
zho	14	39	65	22
zho	9	15	26.6667	10
zho	16	44	85	20
zho	12	25	47.6667	13
zho	32	104	341	57
zho	24	83	191.667	35
zho	15	30	74.6667	21
zho	14	33	65	17
zho	8	21	21	9
zho	13	25	56	16
zho	12	24	47.6667	14
zho	17	40	96	23
zho	18	48	107.667	30
zho	11	19	40	14
zho	20	52	133	30
zho	22	43	161	30
zho	21	80	146.667	31
zho	16	35	85	26
zho	23	63	176	33
zho	16	36	85	20
zho	17	39	96	22
zho	14	37	65	20
zho	13	39	56	18
zho	26	70	225	40
zho	5	8	8	5
zho	7	11	16	7
zho	24	61	191.667	38
zho	13	24	56	19
zho	18	54	107.667	24
zho	13	27	56	19
zho	25	66	208	37
zho	20	49	133	26
zho	19	59	120	27
zho	23	55	176	30
zho	21	76	146.667	32
zho	24	62	191.667	41
zho	18	45	107.667	26
zho	25	66	208	42
zho	13	35	56	17
zho	28	111	261	45
zho	12	20	47.6667	14
zho	21	56	146.667	31
zho	9	25	26.6667	9
zho	27	69	242.667	45
zho	16	30	85	20
zho	19	57	120	32
zho	19	59	120	30
zho	12	22	47.6667	14
zho	6	9	11.6667	7
zho	10	19	33	10
zho	33	147	362.667	56
zho	20	48	133	32
zho	22	71	161	32
zho	24	71	191.667	37
zho	24	74	191.667	42
zho	18	59	107.667	24
zho	13	26	56	17
zho	23	73	176	32
zho	19	38	120	24
zho	17	26	96	23
zho	30	68	299.667	45
zho	35	95	408	54
zho	22	91	161	36
zho	9	14	26.6667	9
zho	22	69	161	35
zho	10	22	33	13
zho	10	21	33	13
zho	25	71	208	39
zho	13	37	56	15
zho	20	48	133	28
zho	34	89	385	61
zho	13	26	56	15
zho	23	87	176	37
zho	18	44	107.667	28
zho	20	55	133	27
zho	25	99	208	40
zho	22	73	161	38
zho	12	39	47.6667	20
zho	12	18	47.6667	15
zho	31	76	320	49
zho	21	48	146.667	29
zho	15	51	74.6667	20
zho	19	59	120	26
zho	17	32	96	24
zho	18	50	107.667	29
zho	17	44	96	26
zho	8	14	21	8
zho	36	114	431.667	60
zho	7	7	16	6
zho	11	18	40	13
zho	19	73	120	30
zho	19	56	120	26
zho	13	27	56	14
zho	26	78	225	41
zho	31	106	320	48
zho	24	75	191.667	35
zho	18	39	107.667	23
zho	22	58	161	29
zho	15	35	74.6667	21
zho	21	69	146.667	32
zho	33	118	362.667	61
zho	20	50	133	28
zho	16	28	85	24
zho	12	41	47.6667	13
zho	22	51	161	35
zho	22	105	161	33
zho	8	11	21	7
zho	21	38	146.667	27
zho	16	45	85	22
zho	27	113	242.667	38
zho	31	85	320	57
zho	17	38	96	20
zho	16	35	85	25
zho	19	57	120	24
zho	19	53	120	26
zho	31	97	320	47
zho	11	23	40	13
zho	15	39	74.6667	22
zho	22	79	161	41
zho	13	22	56	17
zho	20	52	133	34
zho	13	30	56	17
zho	7	8	16	7
zho	42	169	587.667	72
zho	12	24	47.6667	15
zho	16	39	85	21
zho	26	66	225	40
zho	4	5	5	3
zho	23	63	176	37
zho	23	105	176	33
zho	16	37	85	20
zho	11	30	40	11
zho	13	32	56	18
zho	8	11	21	9
zho	15	36	74.6667	21
zho	35	113	408	59
zho	11	20	40	14
zho	7	14	16	8
zho	16	37	85	20
zho	23	81	176	37
zho	8	12	21	9
zho	5	8	8	5
zho	9	17	26.6667	11
zho	16	36	85	22
zho	10	15	33	11
zho	20	41	133	31
zho	32	60	341	54
zho	22	86	161	31
zho	11	21	40	13
zho	6	6	11.6667	5
zho	16	42	85	21
zho	21	45	146.667	30
zho	34	107	385	65
zho	16	44	85	21
zho	33	109	362.667	52
zho	9	14	26.6667	10
zho	16	36	85	23
zho	15	38	74.6667	20
zho	43	171	616	71
zho	20	42	133	27
zho	34	122	385	65
zho	20	47	133	27
zho	16	32	85	21
zho	22	64	161	35
zho	11	23	40	15
zho	15	32	74.6667	21
zho	21	73	146.667	36
zho	17	37	96	21
zho	28	101	261	44
zho	23	54	176	37
zho	20	60	133	28
zho	22	45	161	31
zho	14	38	65	15
zho	15	36	74.6667	17
zho	13	32	56	17
zho	23	50	176	34
zho	16	35	85	20
zho	14	33	65	17
zho	18	61	107.667	27
zho	32	153	341	48
zho	11	18	40	12
zho	7	11	16	8
zho	19	40	120	25
zho	23	52	176	35
zho	20	52	133	31
zho	4	4	5	3
zho	38	124	481	65
zho	17	39	96	21
zho	12	22	47.6667	14
zho	16	39	85	19
zho	11	17	40	14
zho	9	15	26.6667	8
zho	22	66	161	34
zho	16	32	85	22
zho	14	28	65	17
zho	14	32	65	18
zho	11	24	40	12
zho	27	78	242.667	41
zho	19	44	120	27
zho	19	55	120	25
zho	33	115	362.667	52
zho	19	65	120	25
zho	19	49	120	26
zho	13	28	56	18
zho	21	54	146.667	26
zho	22	62	161	33
zho	21	60	146.667	29
zho	27	97	242.667	45
zho	17	50	96	21
zho	20	41	133	26
zho	27	79	242.667	50
zho	7	10	16	8
zho	23	56	176	38
zho	7	11	16	8
zho	18	48	107.667	24
zho	8	10	21	8
zho	10	18	33	13
zho	8	10	21	9
zho	10	18	33	12
zho	20	44	133	25
zho	13	41	56	18
zho	18	46	107.667	26
zho	9	12	26.6667	11
zho	13	24	56	19
zho	18	55	107.667	27
zho	18	50	107.667	24
zho	24	76	191.667	40
zho	13	26	56	18
zho	32	160	341	48
zho	22	87	161	30
zho	17	32	96	25
zho	22	66	161	36
zho	18	51	107.667	26
zho	14	34	65	20
zho	16	41	85	26
zho	30	76	299.667	47
zho	10	31	33	12
zho	15	46	74.6667	20
zho	18	63	107.667	28
zho	19	87	120	26
zho	21	44	146.667	31
zho	16	32	85	21
zho	13	32	56	18
zho	19	63	120	28
zho	13	34	56	14
zho	15	20	74.6667	16
zho	12	35	47.6667	15
zho	22	57	161	36
zho	11	29	40	14
zho	14	36	65	18
zho	14	25	65	15
zho	14	40	65	18
zho	23	52	176	37
zho	18	36	107.667	25
zho	17	37	96	26
zho	21	61	146.667	31
zho	20	48	133	26
zho	19	40	120	25
zho	5	7	8	6
zho	11	31	40	14
zho	14	27	65	18
zho	25	97	208	38
zho	14	42	65	17
zho	7	10	16	8
zho	9	18	26.6667	11
zho	12	18	47.6667	14
zho	13	35	56	16
zho	22	72	161	33
zho	12	27	47.6667	15
zho	17	52	96	22
zho	13	22	56	17
zho	25	70	208	43
zho	12	36	47.6667	16
zho	8	11	21	8
zho	15	50	74.6667	20
zho	8	12	21	7
zho	6	11	11.6667	6
zho	25	98	208	39
zho	17	40	96	27
zho	18	52	107.667	25
zho	13	36	56	14
zho	11	22	40	13
zho	20	64	133	30
zho	4	4	5	4
zho	23	68	176	37
zho	32	94	341	52
zho	9	20	26.6667	10
zho	13	25	56	16
zho	24	67	191.667	33
zho	35	120	408	61
zho	25	72	208	40
zho	15	41	74.6667	20
zho	14	38	65	17
zho	16	54	85	23
zho	24	97	191.667	41
zho	12	27	47.6667	14
zho	32	145	341	52
zho	20	55	133	27
zho	10	18	33	12
zho	13	47	56	16
zho	25	78	208	40
zho	12	19	47.6667	13
zho	29	95	280	44
zho	21	58	146.667	31
zho	19	57	120	25
zho	17	46	96	27
zho	21	52	146.667	28
zho	31	92	320	50
zho	22	64	161	32
zho	20	64	133	33
zho	17	45	96	19
zho	7	16	16	10
zho	21	67	146.667	29
zho	17	37	96	21
zho	18	40	107.667	25
zho	27	93	242.667	54
zho	22	87	161	38
zho	13	28	56	19
zho	13	19	56	17
zho	14	28	65	21
zho	20	47	133	28
zho	12	21	47.6667	16
zho	16	38	85	22
zho	16	34	85	23
zho	23	74	176	34
zho	19	44	120	28
zho	23	51	176	32
zho	35	113	408	66
zho	21	71	146.667	31
zho	36	111	431.667	66
zho	17	38	96	28
zho	18	53	107.667	23
zho	26	75	225	42
zho	22	79	161	28
zho	32	85	341	50
zho	21	49	146.667	29
zho	15	35	74.6667	20
zho	18	48	107.667	21
zho	16	38	85	23
zho	22	62	161	30
zho	21	60	146.667	31
zho	27	93	242.667	45
zho	15	23	74.6667	18
zho	28	76	261	45
zho	27	101	242.667	43
zho	16	39	85	24
zho	27	78	242.667	42
zho	13	21	56	16
zho	15	36	74.6667	24
zho	20	54	133	30
zho	22	41	161	34
zho	29	130	280	48
zho	18	31	107.667	24
zho	18	42	107.667	24
zho	39	109	506.667	77
zho	37	144	456	60
zho	18	52	107.667	23
zho	19	45	120	30
zho	49	257	800	89
zho	31	69	320	53
ces	35	104	408	72
ces	16	31	85	20
ces	28	56	261	44
ces	21	46	146.667	27
ces	8	10	21	9
ces	11	18	40	14
ces	6	6	11.6667	6
ces	28	56	261	46
ces	16	27	85	23
ces	5	7	8	6
ces	18	49	107.667	28
ces	12	23	47.6667	16
ces	12	21	47.6667	15
ces	16	31	85	20
ces	15	34	74.6667	24
ces	9	18	26.6667	11
ces	10	16	33	11
ces	35	112	408	69
ces	10	19	33	15
ces	18	39	107.667	23
ces	12	18	47.6667	12
ces	10	13	33	10
ces	25	49	208	37
ces	9	20	26.6667	11
ces	12	22	47.6667	14
ces	16	38	85	20
ces	24	46	191.667	36
ces	21	42	146.667	30
ces	12	22	47.6667	18
ces	29	80	280	47
ces	18	32	107.667	28
ces	13	18	56	15
ces	15	22	74.6667	19
ces	26	51	225	42
ces	15	30	74.6667	20
ces	15	35	74.6667	20
ces	13	19	56	15
ces	6	11	11.6667	6
ces	7	7	16	6
ces	8	11	21	10
ces	13	21	56	17
ces	7	11	16	7
ces	17	30	96	27
ces	32	94	341	47
ces	20	35	133	34
ces	24	44	191.667	38
ces	11	17	40	15
ces	22	36	161	29
ces	19	32	120	26
ces	24	51	191.667	34
ces	16	32	85	24
ces	18	56	107.667	31
ces	9	18	26.6667	11
ces	20	38	133	31
ces	11	21	40	14
ces	29	53	280	45
ces	36	71	431.667	59
ces	12	16	47.6667	14
ces	17	34	96	21
ces	17	40	96	29
ces	12	24	47.6667	18
ces	8	10	21	8
ces	10	26	33	12
ces	11	15	40	11
ces	14	23	65	17
ces	7	14	16	7
ces	16	37	85	23
ces	21	43	146.667	31
ces	9	16	26.6667	10
ces	24	55	191.667	36
ces	17	27	96	24
ces	18	29	107.667	26
ces	16	47	85	23
ces	22	44	161	30
ces	10	20	33	12
ces	16	22	85	20
ces	15	30	74.6667	23
ces	12	17	47.6667	14
ces	17	28	96	23
ces	14	23	65	20
ces	13	24	56	19
ces	15	38	74.6667	18
ces	30	70	299.667	48
ces	11	18	40	14
ces	31	98	320	41
ces	24	45	191.667	35
ces	20	51	133	29
ces	21	32	146.667	28
ces	27	40	242.667	33
ces	15	28	74.6667	21
ces	14	31	65	18
ces	27	60	242.667	41
ces	27	105	242.667	40
ces	21	41	146.667	32
ces	35	88	408	60
ces	9	24	26.6667	10
ces	12	26	47.6667	15
ces	28	55	261	47
ces	15	25	74.6667	18
ces	12	20	47.6667	16
ces	28	58	261	41
ces	19	37	120	29
ces	29	58	280	48
ces	13	23	56	19
ces	26	56	225	42
ces	22	40	161	29
ces	29	50	280	35
ces	20	42	133	28
ces	33	97	362.667	57
ces	25	63	208	32
ces	8	12	21	9
ces	13	20	56	17
ces	15	23	74.6667	20
ces	7	9	16	8
ces	28	56	261	39
ces	29	61	280	44
ces	20	56	133	27
ces	26	41	225	37
ces	5	6	8	5
ces	18	48	107.667	28
ces	10	13	33	11
ces	33	72	362.667	54
ces	14	20	65	19
ces	13	19	56	15
ces	4	5	5	3
ces	19	41	120	28
ces	15	27	74.6667	21
ces	19	35	120	29
ces	11	18	40	15
ces	16	38	85	24
ces	13	19	56	13
ces	11	16	40	12
ces	20	43	133	31
ces	9	14	26.6667	11
ces	17	34	96	27
ces	5	6	8	5
ces	16	32	85	21
ces	25	54	208	35
ces	16	29	85	23
ces	15	27	74.6667	20
ces	18	27	107.667	22
ces	21	74	146.667	31
ces	21	46	146.667	28
ces	20	37	133	32
ces	19	62	120	27
ces	17	38	96	24
ces	13	23	56	17
ces	8	12	21	8
ces	3	3	2.66667	2
ces	15	27	74.6667	20
ces	17	42	96	25
ces	19	48	120	28
ces	14	21	65	18
ces	13	20	56	18
ces	15	31	74.6667	21
ces	25	48	208	35
ces	15	39	74.6667	22
ces	22	39	161	32
ces	11	18	40	12
ces	8	12	21	8
ces	14	37	65	20
ces	24	48	191.667	43
ces	17	32	96	26
ces	11	18	40	12
ces	14	37	65	18
ces	19	48	120	26
ces	11	21	40	13
ces	14	26	65	18
ces	8	13	21	9
ces	12	31	47.6667	16
ces	3	3	2.66667	2
ces	22	48	161	37
ces	13	31	56	17
ces	7	13	16	7
ces	19	39	120	27
ces	7	16	16	6
ces	11	16	40	13
ces	7	10	16	8
ces	17	29	96	22
ces	9	14	26.6667	11
ces	11	18	40	13
ces	20	47	133	29
ces	9	11	26.6667	10
ces	9	17	26.6667	9
ces	18	35	107.667	24
ces	11	18	40	15
ces	4	4	5	3
ces	4	3	5	3
ces	14	20	65	17
ces	10	13	33	11
ces	20	35	133	26
ces	13	20	56	18
ces	23	60	176	42
ces	7	11	16	7
ces	17	37	96	28
ces	22	52	161	31
ces	22	39	161	33
ces	17	60	96	23
ces	7	11	16	7
ces	19	38	120	28
ces	22	60	161	31
ces	8	10	21	9
ces	32	68	341	50
ces	18	35	107.667	25
ces	8	12	21	9
ces	14	33	65	22
ces	21	47	146.667	32
ces	24	55	191.667	37
ces	5	7	8	6
ces	7	10	16	7
ces	12	16	47.6667	14
ces	22	67	161	29
ces	5	8	8	4
ces	14	34	65	15
ces	12	15	47.6667	13
ces	9	13	26.6667	10
ces	14	35	65	23
ces	25	57	208	35
ces	19	41	120	31
ces	15	32	74.6667	21
ces	21	37	146.667	28
ces	23	40	176	34
ces	6	7	11.6667	6
ces	4	4	5	4
ces	25	44	208	36
ces	21	36	146.667	32
ces	13	22	56	16
ces	19	39	120	28
ces	5	8	8	4
ces	7	8	16	7
ces	24	88	191.667	43
ces	18	34	107.667	28
ces	9	12	26.6667	10
ces	7	9	16	8
ces	21	37	146.667	27
ces	17	36	96	23
ces	18	34	107.667	22
ces	23	50	176	33
ces	14	17	65	16
ces	7	8	16	6
ces	5	5	8	4
ces	22	43	161	34
ces	26	42	225	41
ces	18	33	107.667	25
ces	11	16	40	12
ces	18	32	107.667	25
ces	17	39	96	25
ces	9	12	26.6667	10
ces	18	36	107.667	24
ces	7	7	16	7
ces	23	61	176	32
ces	12	23	47.6667	16
ces	17	28	96	25
ces	14	25	65	20
ces	10	15	33	12
ces	13	30	56	14
ces	7	11	16	6
ces	25	56	208	39
ces	15	30	74.6667	20
ces	22	48	161	35
ces	13	23	56	15
ces	25	70	208	36
ces	10	11	33	10
ces	16	45	85	22
ces	18	34	107.667	27
ces	21	42	146.667	31
ces	7	11	16	8
ces	20	37	133	24
ces	15	28	74.6667	20
ces	18	39	107.667	23
ces	9	16	26.6667	13
ces	29	80	280	59
ces	13	18	56	16
ces	14	26	65	16
ces	6	5	11.6667	5
ces	29	69	280	43
ces	14	34	65	21
ces	19	32	120	23
ces	27	66	242.667	43
ces	6	7	11.6667	5
ces	18	30	107.667	24
ces	16	31	85	22
ces	14	24	65	21
ces	10	22	33	15
ces	9	22	26.6667	10
ces	14	18	65	16
ces	10	23	33	13
ces	10	19	33	13
ces	11	28	40	13
ces	17	29	96	22
ces	16	27	85	21
ces	8	8	21	8
ces	9	19	26.6667	11
ces	16	36	85	21
ces	11	19	40	16
ces	6	7	11.6667	6
ces	17	41	96	23
ces	5	7	8	5
ces	22	58	161	32
ces	8	11	21	9
ces	10	14	33	12
ces	11	21	40	13
ces	16	27	85	21
ces	15	28	74.6667	19
ces	17	31	96	22
ces	24	56	191.667	36
ces	7	9	16	8
ces	12	24	47.6667	15
ces	17	36	96	25
ces	25	47	208	41
ces	10	14	33	11
ces	14	21	65	16
ces	9	16	26.6667	11
ces	10	11	33	11
ces	16	28	85	23
ces	17	39	96	22
ces	6	9	11.6667	5
ces	18	35	107.667	26
ces	19	32	120	28
ces	18	40	107.667	25
ces	11	14	40	13
ces	20	36	133	27
ces	13	20	56	17
ces	16	41	85	20
ces	15	29	74.6667	21
ces	13	23	56	15
ces	20	33	133	26
ces	18	41	107.667	25
ces	19	29	120	24
ces	20	55	133	25
ces	14	28	65	20
ces	25	51	208	38
ces	18	38	107.667	25
ces	11	22	40	17
ces	13	30	56	18
ces	16	27	85	19
ces	10	16	33	12
ces	18	49	107.667	27
ces	10	13	33	12
ces	8	11	21	9
ces	9	14	26.6667	11
ces	17	26	96	22
ces	20	39	133	31
ces	26	39	225	32
ces	15	26	74.6667	19
ces	22	46	161	34
ces	12	32	47.6667	16
ces	13	23	56	18
ces	20	41	133	28
ces	18	29	107.667	23
ces	20	35	133	28
ces	18	79	107.667	30
ces	7	9	16	6
ces	8	13	21	10
ces	14	19	65	18
ces	23	51	176	34
ces	10	15	33	12
ces	16	23	85	20
ces	18	63	107.667	27
ces	11	17	40	13
ces	10	18	33	12
ces	16	30	85	19
ces	15	22	74.6667	20
ces	11	28	40	14
ces	19	38	120	25
ces	9	17	26.6667	9
ces	15	25	74.6667	21
ces	15	32	74.6667	18
ces	13	24	56	16
ces	15	28	74.6667	21
ces	12	27	47.6667	16
ces	20	34	133	27
ces	19	26	120	21
ces	11	16	40	12
ces	7	14	16	7
ces	13	19	56	17
ces	14	23	65	17
ces	13	20	56	14
ces	32	70	341	53
ces	12	15	47.6667	13
